"k","ncluster","alpha"
197,15,2.23284765639694
170,10,3.73136374464347
181,13,2.69163821877591
173,12,2.60395925691575
188,15,1.690371864471
179,24,4.20982087211579
185,13,2.66372397779675
197,16,5.19003697026635
174,15,2.71391087448194
192,13,1.73902100923978
162,12,2.6226235716952
190,12,2.24736358774479
180,18,4.99502843994749
163,16,5.19605725983216
170,13,3.10721221510707
196,16,3.18554195604767
191,17,4.10724552909363
175,16,3.84859290990271
165,22,3.3334249237676
158,12,1.85087068479892
170,17,6.61649376075791
183,11,2.21863108147563
159,9,1.08876619406856
173,12,3.92751629071169
196,10,4.06486290900371
173,16,4.8851630518798
169,16,4.6709538049296
175,12,1.89590600425738
172,13,2.7020607715788
175,20,5.32920883401622
197,19,5.41604255724721
195,15,4.07419420960175
184,21,6.59933102474239
189,10,3.04514559715296
169,13,3.08327202622767
188,14,2.97924860254053
197,8,1.63834923613609
191,16,2.62861055218372
200,14,2.69700108902739
196,19,9.17152955045184
199,15,2.59851634410843
183,17,4.2020451997609
197,13,4.29700702982381
185,11,3.68268963822782
186,17,4.87481497068543
151,25,8.08591847482254
199,13,3.57210765644814
163,21,5.95400626859403
188,13,3.31352948521904
195,16,1.8462069159617
180,14,2.46434943333389
192,17,4.35674793009917
183,21,4.71953397474328
195,16,4.15348204902316
169,20,5.82231505144249
184,17,3.94850132092505
185,16,3.14997192472667
193,12,3.12350136830258
182,16,3.22614946029736
175,12,3.44577584099882
173,12,1.58297376522264
169,15,4.46037099523111
168,10,2.74026681258308
190,15,4.18109000864999
192,9,1.63393655325658
199,19,4.78254422170468
196,16,5.30491818585713
192,22,4.51627868636414
185,19,4.40152942148674
169,25,8.2526875607887
182,24,6.36133675942943
189,19,5.27130970075404
146,13,2.40030969261616
188,13,2.7349866790004
150,15,3.63781505698421
185,20,5.37020222009502
192,12,5.48732709012513
187,13,2.56010958697475
186,18,4.2921150938951
198,21,5.01571484599068
189,19,4.4405881061047
195,16,4.39240742920493
196,23,7.28448670120618
183,9,2.35306730842167
173,13,3.72007265326381
194,12,2.81844829821328
149,8,0.870370759438715
178,10,2.42078239315689
191,20,3.97612480859135
180,14,3.34012634527395
185,10,1.73729294326682
180,12,2.86393908925656
177,10,1.85259543377217
174,12,3.06373012189133
166,16,4.99630644788284
187,13,3.78761948190383
194,14,3.41948231172092
191,14,6.41800565502724
193,15,2.32399734911791
186,19,6.20368672118856
165,18,4.1231849726799
169,16,4.72756577569648
178,18,5.06097484885035
182,15,4.13557056888174
175,19,7.37902266414765
199,13,3.70206937451867
194,16,3.28509822040347
194,23,5.30582884483209
198,19,4.5573645620934
199,23,8.15561229285468
175,17,3.72711107442215
186,14,2.68458976867104
184,11,2.63560609947279
180,13,1.95956714546306
191,10,2.37588644637787
191,13,3.92309458505175
159,24,6.79035956236901
190,13,3.54613901375664
194,17,3.59417383513455
194,14,4.1687760026325
196,19,4.57007589979526
194,11,2.02568858704811
180,14,2.5777395917907
179,16,3.60064413122294
176,21,5.93406021242578
190,20,5.60196428099834
164,11,2.76415995498966
174,11,2.46549782087177
200,12,1.17842289680028
200,7,1.88078215779101
189,10,2.58314563237526
170,15,4.44899963644592
172,11,1.92304817095008
183,12,1.56524147961624
199,14,2.1086808081649
200,18,5.5270670173794
185,20,4.83985887700939
151,14,2.81108834845818
193,18,5.72257236456052
197,17,2.9656719227144
191,19,7.16586548478853
191,15,6.69773815997369
173,15,4.02226666707385
196,20,4.57967658777291
197,15,2.95334623750499
185,23,7.60148385456245
185,12,1.64436556664766
200,15,4.69583498613093
183,19,5.96668927696843
172,10,2.20341761899513
197,15,3.9646697914881
200,17,2.79756045941323
165,14,2.65599763560076
200,12,2.79050468467172
180,8,1.1096863188002
194,15,2.49048140120718
189,18,5.64346533912397
183,11,1.82909575310979
198,14,2.16921769280128
186,15,3.58117502274265
196,17,3.95096023414779
198,13,5.16353979921636
198,23,9.92064195677934
198,20,5.50651565371652
162,13,4.03439577714042
188,18,6.87920748493661
174,20,9.70625222242913
191,14,2.26678628836591
197,16,4.57796732033122
169,15,6.21374460168859
194,17,6.053034553506
188,18,3.7597104668081
191,20,5.59777228012082
191,14,4.1560725320283
188,13,4.15429852885549
188,14,2.21997233083156
186,14,5.04297857412293
183,18,3.08800193296085
199,14,2.96358809586117
192,16,4.43518214626395
144,13,4.28921485052608
188,23,4.48481203436522
199,22,5.36478490495657
194,20,4.23397885641418
188,8,2.12277767406251
200,12,3.48284748923294
199,16,5.69819133851957
188,18,4.78460762195297
194,18,3.60321396968755
195,19,4.32617939370495
192,14,3.95820999366939
172,15,4.86481301456273
172,14,3.44774011532008
195,14,3.01955103208665
166,9,3.19766352823759
148,10,1.76188627057819
153,15,4.73118361386644
154,10,1.64135201021963
198,14,1.87255516008703
198,14,3.21931979903122
193,14,4.24427922381738
192,15,2.00596980941732
186,17,6.60468652317433
167,16,5.58523673049518
179,19,5.49754286982441
188,16,6.65975278317609
200,11,3.68977593855084
163,14,3.53857457694379
176,12,2.21389444951977
197,13,2.6615356313533
177,19,3.63305935081625
194,15,3.94981026456729
155,13,2.08038241669824
189,16,3.85502494064697
193,12,1.91979363320425
185,12,3.28486943578048
194,9,2.09666276195351
190,12,2.1331598560664
157,18,3.93528990490006
191,18,5.36684879893912
182,12,2.83266108315453
198,12,3.02342692410559
194,16,3.36415500243548
185,16,3.40528955645916
184,10,2.70326225500599
175,16,4.90623776454363
154,17,3.42647093609066
174,23,8.57553258602436
190,15,2.36131711099336
200,11,3.40128928839389
181,11,2.63409716776987
164,18,6.52026078015785
187,16,4.60797873684015
156,19,3.44517171369638
181,16,4.15416663890781
199,20,4.54023771922435
190,19,6.61881010214307
199,17,4.25677359486926
193,19,4.64184694764598
171,11,2.71588560965399
155,12,3.64015265559495
193,17,3.72484011470813
192,20,3.59768182804458
169,14,3.3191281342005
198,13,4.5062697713313
165,8,2.58313300192799
193,13,2.51951104203385
181,16,3.8752032623838
176,9,2.95727740156026
167,14,4.37214268237878
186,14,2.0285788494122
194,12,2.77448334030845
200,13,2.3695360645377
183,22,6.65840339906165
200,12,2.36922647553809
197,10,2.46603661453075
197,11,2.16085203391828
153,8,1.74962903469462
199,11,1.87008641037783
183,18,4.08446008561921
191,20,3.91648384439042
194,16,3.61693769182253
190,15,4.33432302370636
191,8,1.93094041101783
186,20,5.57226893006012
187,17,4.69191480228465
191,12,3.11378427719875
174,14,3.1018476414191
184,15,3.39024871278593
181,13,2.60222868270875
191,8,2.90474164578303
199,15,5.72749187321033
179,12,3.0597642624161
172,17,6.54800780022734
180,18,5.71058983294648
183,18,4.06333281110158
180,16,4.54546664859704
186,20,7.42489186833697
183,22,5.67208937241986
199,19,4.08803174084323
178,10,2.37327614626285
189,11,2.86970659080476
162,15,3.74017452863405
199,16,2.43413003852
192,10,2.85436839925088
182,16,3.07723300428096
185,17,3.0893145866711
199,19,4.9696719098181
176,16,3.47658862700141
168,15,3.11436071063227
196,19,3.5258371515184
179,13,2.88621038804077
173,9,1.66439323709003
184,12,2.75388794817757
172,10,2.27920136870062
196,15,3.11970359580716
180,14,4.42778427222445
187,13,3.35117496363371
174,17,4.96236052688007
191,19,3.9557415668346
196,17,3.8417080747754
199,23,6.1482061398688
171,16,4.5489803057961
191,13,2.50363071648043
175,14,4.53608430273177
182,14,4.15382201718249
200,18,4.02099267925011
200,18,3.32800511292968
160,14,3.62511508184262
192,16,4.42608419725913
160,17,4.82402847022438
190,14,2.77215817186528
194,14,2.61824491951836
184,22,4.54371738433106
179,15,4.79120180995855
170,10,4.07464555141469
175,15,3.06010235489135
189,14,3.19538789504245
183,11,2.44948712538368
187,17,5.9925680399079
176,26,6.97997089732221
195,17,5.32288314056203
180,17,4.63837120041023
184,12,1.47685246702838
195,16,3.41698023236133
196,13,4.03471655669955
186,17,5.58215617132107
184,12,3.37534618680838
194,16,2.46916521096985
184,10,2.97916333337081
174,19,4.61224539438895
190,17,3.07972404475796
160,21,5.39883271053291
192,24,6.18920722577726
176,11,1.13858880809853
166,11,2.24693684597347
190,14,2.69510873802089
172,18,7.96791849509565
176,25,9.31235202932625
195,13,3.16441332755073
181,18,3.42980647201499
196,18,2.91590375900109
165,27,6.8790828957761
178,13,5.0051641829269
170,13,3.52184959971601
184,13,2.09063093074569
193,20,5.73334803788837
175,14,2.09496723625192
183,12,2.43952049912476
197,10,1.20169009470011
172,14,3.97275609101572
187,12,2.30398976963582
155,11,3.39164352394383
182,15,3.80026946853444
163,14,2.66086638355681
180,18,5.19252209696875
196,13,3.05085999942744
193,10,2.32074776010236
183,12,4.30008631856096
182,14,3.99642041194195
175,16,2.47137860050546
190,12,2.57857728455488
189,11,3.68859184653136
137,12,4.17982425839238
172,19,5.4126482922686
186,11,2.14270235609878
178,11,2.25566727503442
155,9,1.48032982066196
193,10,2.93157438368954
174,16,4.39529345466188
193,18,6.05535979326863
177,17,3.70775151706725
196,13,3.23808810996287
183,12,2.79905521056738
175,15,3.51356280402468
200,15,4.18056637964718
175,19,5.80946121589536
193,10,1.80079207114984
191,12,3.02196324819063
170,10,2.43488813824019
174,13,2.82774401797598
188,10,3.10447222203782
196,17,4.16415353043958
181,13,1.90213030165185
192,14,2.88368092862868
193,13,2.6854295231163
178,14,5.53626306983228
186,13,3.5487570062678
191,11,2.38269216301483
192,17,4.03194891029621
190,16,4.76660189503799
175,9,1.94404547490458
195,10,0.837501812142703
182,11,2.01987125135825
187,19,4.16239161106601
193,16,3.64451361370253
178,12,2.8221815261337
169,15,3.29778353296358
158,12,3.02142918304361
157,12,2.91614897873936
187,10,2.09868251068721
173,16,2.48652335523002
191,11,2.0946395912522
180,16,2.94637257692552
176,25,7.81717489934436
186,15,3.60993191860959
188,13,3.52505310903333
200,14,4.81779105505867
176,7,0.323719885945099
187,12,2.16150010151008
195,17,2.82089323505683
188,16,3.57697940492894
197,14,3.21381309607118
193,21,5.9558509502481
158,17,3.27349662269463
151,17,4.46782092487508
167,18,4.53186627775245
199,10,3.17692697815902
174,16,4.96610678838177
181,12,2.84428183077366
198,16,3.65600328181151
200,23,5.22894416959009
195,21,4.37454417326158
177,18,5.7197288636108
176,19,6.06806711247683
173,15,3.49428272245004
185,12,4.85258570969619
191,14,4.19153078877825
198,10,2.5207606013931
185,17,3.09919340223585
190,15,2.66145419804333
191,20,5.63073803697901
163,17,5.25409917319303
152,19,3.74404407310499
188,18,4.96503076422374
175,14,3.48043087578807
192,12,2.90182633990559
154,11,1.84394323207623
190,15,4.49713470241724
171,24,7.51862555316809
151,16,5.15363339820561
194,15,4.08659746538445
193,10,0.969436194811461
196,11,4.09299644725891
192,13,3.98207170751641
170,10,1.72127817454395
180,8,3.63013747684342
185,11,2.52609746695776
191,14,3.12112130674365
200,19,5.07157052301334
180,18,6.40364945526041
191,17,3.4972909065699
179,9,1.36830036331114
197,19,7.36152521496283
192,12,1.82232150694187
192,11,1.65087534968768
185,12,2.38944446788502
167,9,2.6489551308863
163,10,2.51907944437519
200,11,2.42890369694918
198,12,5.26643829388062
187,15,5.39006393521355
190,18,3.21252796155579
200,13,3.60629632164095
195,12,5.22134752570756
187,14,4.99353665436212
161,9,0.844552321265811
187,16,3.70963968692062
190,10,1.8074011931684
183,25,9.34024256709295
200,28,9.90175431540549
190,18,2.33260088586134
189,22,6.71829035151257
195,12,3.98869816829159
157,13,2.37149248180854
180,18,4.64235810334393
165,16,4.09068185455692
182,13,3.56400096396459
199,20,5.67781675453108
187,16,3.95960109814786
179,14,3.38205450866912
173,9,1.18453435016571
200,10,2.52972112193654
199,19,5.58692916515962
160,17,5.11922124558231
190,8,0.893574947251
174,14,5.19267620536765
178,12,2.23668288226356
171,17,3.62638291978623
180,12,2.20961547249361
187,11,2.93947530090479
188,20,7.06168970201977
170,16,3.06147945315965
189,16,4.57549307623886
200,15,2.46381822415798
183,10,1.16929801232257
199,10,1.86679848434517
196,19,5.54137172635228
170,19,6.52193997101324
170,22,7.29486529324433
192,19,6.96674571163584
191,18,4.93462630309296
200,14,3.41539617571492
176,19,5.6208371783036
189,10,3.33826741092545
174,12,3.16362299777913
188,7,1.50395895537768
175,14,2.67869316111067
189,19,6.32397526282242
188,13,3.5623709483441
173,14,4.55300439801099
196,18,2.36399908789584
195,14,4.79203784306123
178,13,3.06180016436854
197,19,5.63275436828593
188,14,2.88286273582034
199,17,6.96363240781646
173,19,5.4466475061759
200,13,2.96704367278697
169,11,2.7472972018789
134,13,3.30120824129091
184,7,1.08855830003648
160,8,1.58565404840219
194,13,5.29868541171263
191,14,2.61516563842163
194,14,3.0066109982784
181,17,3.32106172803403
195,18,4.31715311667079
184,17,4.1115951517071
182,13,1.90129312592281
184,18,2.58462231375263
189,15,2.81377912137897
176,14,4.53070287196053
182,10,2.14121160073632
182,9,1.01258414304154
198,11,1.77997468692516
174,12,3.26817840858935
184,12,1.61098211717583
192,12,2.41118315218159
162,12,3.19976165571071
165,10,2.13347823188923
193,17,3.92756770801299
181,16,5.69702190419659
198,20,4.50263202482151
193,14,2.32225889904638
196,15,3.17069567551854
171,14,2.91257311677354
180,21,5.24153396818608
190,14,2.4864681119432
166,12,2.04562822671335
161,11,3.51013179930189
197,14,4.50968926784774
169,17,5.38488288351451
177,14,3.04447311595171
196,18,4.08977531565464
173,10,1.94036735546264
199,16,3.04439681946792
179,13,4.01986630442838
196,14,2.32812919077641
177,13,2.1427080406967
169,14,4.96665338057034
155,11,2.40638927271495
174,13,3.33805596071076
172,16,3.30597660753206
189,17,4.42835503006662
175,13,3.62646179851433
200,21,7.30029282119802
198,21,5.55416343830463
200,10,3.35020059659904
173,20,5.57182061034879
184,17,5.13521596689512
180,17,4.47858304607192
184,14,2.32122403246575
192,10,5.3739577780902
193,14,2.04873486383833
178,10,2.85188364642542
192,12,2.49763780636663
189,13,3.06810199482767
194,14,4.49415174235689
185,9,1.74860359850665
198,15,3.38287507139428
177,18,6.00722451349126
174,23,5.33294524095549
182,21,5.20049357057214
177,14,1.5229582121422
188,23,5.28179784748257
170,15,4.15379069152945
192,16,3.31425676159965
166,15,4.91289207827698
184,13,2.86422182532372
198,17,3.97881394413685
199,14,4.76087070286057
177,15,1.64617424343304
194,10,2.49741055955247
190,19,6.28600633697635
195,26,6.41688299518902
176,15,3.77948591995211
156,17,5.2070882695768
176,12,2.04813554660824
173,17,4.8555099111337
180,18,6.09348946874825
180,7,2.3183805932717
182,12,2.95665500733572
188,19,7.48745348201806
181,15,3.80745449113
193,14,3.38603409979791
183,17,4.38100270686056
197,9,2.67483371747001
180,22,6.92217043848808
192,13,4.64982992204766
168,16,3.1064452097801
186,17,4.85195993774444
191,18,6.66649915062491
175,12,2.3655334648238
181,14,5.48341675511477
197,22,7.01279769766591
194,12,1.91754580882641
155,11,4.08229412265695
187,18,5.64744802541796
169,15,2.90120983911854
173,17,3.41022973416898
200,13,1.72368821396249
190,11,2.39057038638616
196,13,3.66464793064432
171,18,3.05012939133364
191,12,1.95831431098377
199,14,3.36754316002071
185,9,2.55487398953225
179,16,5.37313512829793
152,13,2.4717527871566
200,17,1.71495781177195
200,18,5.02259539326641
176,9,1.81539905279252
190,15,2.88221298340965
186,11,2.50012672095712
161,13,3.94259651378349
194,18,5.41054270290549
180,12,2.61074184698957
198,11,3.39279897596341
197,13,6.22516770109237
182,11,3.06483937143411
197,19,5.9198222511705
187,19,4.22745509428832
187,13,3.66663874694548
163,16,5.02077456883077
170,13,3.44572138818705
198,18,5.01068735061752
199,20,3.40624605503538
198,16,3.34583744678042
200,19,5.09262411436085
179,20,6.3263718840701
178,18,3.9772568882681
170,12,3.03576222705785
184,11,2.44061000873639
198,21,5.85515029282154
183,18,4.33253519729923
173,21,6.51199084476341
188,24,9.36459440293008
197,20,6.70313844490737
197,15,2.70383946160221
195,18,4.1765876171441
176,18,4.64039123005035
198,13,5.89743610264151
181,17,6.73005915272142
173,13,4.92366969721439
184,16,4.96271406748686
199,18,3.47740627320619
189,10,1.91130133028409
181,22,5.08046255516336
176,13,3.34528317499461
190,12,3.21154836358282
164,18,5.03769674341609
200,11,4.01191774475361
184,12,2.49010983621326
195,17,5.88671049367274
157,17,4.33483281883267
187,17,3.00294785006414
194,15,2.50731825125327
178,15,4.99673419776727
194,15,2.6736481231928
195,9,1.70670075397091
199,10,1.61572694736777
189,15,3.64225583536223
200,18,4.87304149493334
195,19,6.4992434080512
187,16,3.97419491697224
192,14,4.95149834156793
197,13,4.33760527653241
196,13,3.13077959675957
191,11,1.86315781312468
148,13,2.91883123927104
195,24,7.54921066806228
182,19,5.20948973133354
190,20,6.38881147768857
184,18,4.85530377139356
179,13,3.47040062865066
182,16,2.83064285880983
180,13,6.96807346579327
198,11,3.14511695483081
181,12,3.2691546235513
192,13,3.02878476460005
183,12,3.51549801565892
188,16,5.53160461941709
185,12,2.84885127931932
172,17,3.83232919149354
200,15,5.14329176915853
188,13,3.04138792094801
180,12,3.13183436896918
192,12,2.48062285012643
183,13,3.32832896869785
197,14,3.32422541069042
189,12,2.29318022411438
184,16,3.35483467632788
171,21,5.2269584256345
192,23,4.8125495403775
196,19,3.65402869771127
174,22,6.14503315394333
169,17,5.8082264649701
185,15,2.61203138937671
155,11,1.64068225527785
155,15,3.46896574149928
175,13,4.11508618975176
176,14,3.00290053553287
194,21,5.17284192467251
186,17,3.12373050310554
197,13,2.80919235305499
198,16,4.58856419774872
196,14,2.73903918589217
181,11,2.28056038337283
197,10,1.85180310073092
190,16,1.90471318506
200,9,2.96998232677499
161,12,1.5940877246654
177,12,1.55061938202946
194,21,5.48342832822841
173,14,4.31050893910834
179,15,7.56555753616823
178,11,2.15140914979047
195,13,2.07975694732999
178,11,4.29898812227892
187,14,3.54765108451953
191,14,3.72685876349396
184,13,3.4450624521728
192,13,2.64082661433065
180,14,3.98936635987776
185,18,3.278923977603
182,22,6.55762817056516
182,18,6.0101181194607
173,18,4.40856861056276
187,13,4.48280266738102
171,18,5.46990262208273
192,13,3.15518560265338
178,17,3.57357100102845
164,13,2.12217588161226
169,17,3.83608212094677
189,16,2.6511402756448
185,11,3.9803401318436
198,16,2.38474432693313
173,15,5.19113167823457
174,23,5.81265264889369
163,14,5.44890958392626
192,20,6.19856844947958
190,16,3.51730826104579
192,20,4.39771390867185
166,11,3.36065340067594
198,21,7.58246101759839
188,18,4.73484732773447
200,17,4.30469367732546
181,18,2.21519106877786
200,25,7.07678625431328
195,18,3.64987801080509
172,19,4.45365061898015
184,14,4.3653935249981
155,10,2.1109182028515
196,17,3.29599165734763
184,11,1.82141678373113
183,11,1.8601044285851
187,12,2.03465954983392
180,13,2.17063493915615
183,10,3.04499092257709
190,16,3.70591421495002
194,17,2.97279129830879
168,23,8.35945567771532
198,18,3.07608904770267
199,14,3.5557171330266
175,11,2.12897965677067
196,15,3.72776236089294
186,18,2.74345434882481
185,16,3.74429338433166
179,16,3.42129579918142
185,11,2.03490245334125
173,11,1.85565811231718
173,13,2.79123363807624
193,12,3.04745280272327
179,16,4.64630234064697
174,10,3.4659430975762
173,12,1.78899058987678
194,12,4.4773228010836
193,17,8.5881194879636
200,12,3.02598559647206
196,13,2.8597332855119
181,13,4.06795606528364
177,8,1.66556440276151
184,15,2.29068382818799
190,19,4.96684098940376
170,19,5.73048257604851
193,17,3.6984965357179
159,14,4.86957441533463
197,20,4.57851706641214
191,13,3.60935599226824
196,18,4.92607043622237
182,15,2.94389209017015
200,20,4.37018304570904
187,12,4.71014160278146
200,10,1.85519797972904
182,12,3.58449017035354
175,10,2.49508022611295
176,9,2.76475216465338
182,14,1.83259791758134
187,15,3.32142684348702
168,16,3.9188474213432
196,13,4.25976949758234
182,16,5.8180866100883
166,12,2.63944874238139
170,11,3.47730485156869
186,16,3.27833818109644
188,15,4.34820474692526
196,11,3.10653734634451
186,8,1.20427030569365
142,11,2.29465764917089
171,17,3.25345601976335
199,12,3.42385167068422
181,15,2.8426548755312
174,7,0.763655064363047
176,12,2.0243807791014
194,14,3.77406931013418
190,11,4.66131648925665
194,11,1.97191580607634
199,14,2.95622863604565
186,12,2.35691422080868
197,16,3.80348950127558
194,18,2.71826853848075
171,22,4.0736553515011
198,9,1.38349243257428
175,17,4.12809390684462
175,9,2.61825383084224
199,16,4.2589252566333
200,11,1.74797266526837
176,9,2.40106090620264
177,11,1.92045338393228
199,14,3.80222416588787
192,15,5.25457168787958
186,16,3.22050084838259
198,17,2.93552333019248
196,13,3.3165554948229
196,9,1.69313156501998
191,19,5.72680762094427
198,16,3.52988198272235
173,14,3.65144863792038
199,15,3.17088289397772
176,15,3.34039030012202
197,13,2.9651650032297
186,18,4.58587386463916
170,18,3.8011103937527
175,21,6.23902967976813
146,17,6.14511100828055
166,14,2.93996791110291
190,17,5.14001653941069
187,21,4.5592581724124
165,12,2.93927440535579
170,12,3.27741178149984
188,17,2.43863911844246
159,15,5.8667711062075
185,11,2.88663092518027
193,13,4.51816849863891
158,16,2.60706765885531
190,12,2.36042180526132
188,11,2.04204248458659
194,14,4.83479062289658
197,17,3.96578456982897
185,13,4.14012317607646
185,17,5.51697237828027
176,12,3.93636364935836
167,13,2.92955328805704
193,7,1.98164770522793
185,15,4.24890036750426
179,18,5.2760286270927
183,15,4.02560381309245
173,16,4.07617387000869
193,14,2.86465598134201
196,16,5.32566110521913
184,27,8.02121647066891
193,14,5.00894539983338
188,11,2.13254429947766
184,16,4.92663433753627
197,15,3.30532098213944
200,11,4.31774070054012
196,14,3.14316323596797
175,13,4.08605764527134
193,13,1.91316548208767
182,13,1.96971938523652
200,17,3.31660624353419
187,15,3.08738400574307
175,16,3.97015414297677
194,14,2.72749109431978
163,12,2.67645240673875
168,12,2.41060182892989
190,12,2.83165042466027
161,10,2.21438852323997
194,17,3.42812256103478
176,19,6.01807671559244
192,15,2.66196778600889
179,16,4.35456774560287
180,13,3.17300625810508
180,12,2.87164212605603
198,12,4.92426936725704
190,12,3.00546983317336
200,10,1.52775304946143
154,6,1.48433546238126
184,11,4.83249715367311
192,13,5.62486755691264
180,16,5.0287376276757
170,10,3.69642113515195
170,11,2.61160733829503
193,16,3.25217664630708
177,19,5.83474802173785
186,17,3.01953265390831
197,19,5.99203306106776
198,19,5.57352043975655
185,13,2.93261763815061
182,15,2.25272646776228
200,14,4.55662256912476
171,18,5.50686161545235
197,15,2.09576627237462
180,11,5.14925766466062
199,11,3.61663623384089
199,12,3.61737776261667
197,14,4.43311300773123
184,14,2.51867391671367
168,8,2.33513220322552
199,20,3.85566782493556
191,14,2.60425884081094
197,19,6.44290433868917
173,10,1.94089870029082
194,20,8.34626934124375
188,17,4.59160776935813
157,11,1.95031496111574
198,20,7.03464024490613
171,21,6.01583806257699
173,17,4.03663273320983
192,15,3.16587580620971
176,14,4.23339275891297
195,19,3.48189142435753
178,11,1.99887477724288
179,11,2.9525876423428
189,16,5.18747912198798
195,23,8.03691769778605
178,15,5.61130581494859
175,11,2.61733193451434
173,13,4.98225317970647
182,14,2.52332526529516
186,12,1.22962512522925
168,10,1.71275369545645
194,12,3.14050522031173
171,18,4.06966515636747
188,16,2.94575816226553
176,16,3.97063321516635
181,16,4.27253977122712
192,19,5.92522171488503
198,15,3.0961471324613
189,13,5.75622829415586
185,18,4.84908341533931
196,21,6.49273067075224
193,13,3.72383836104326
184,20,5.86292515349419
