"k","ncluster","alpha"
178,13,4.39697939851624
125,16,7.38714394802608
78,12,5.59056566303262
180,14,4.21828389934527
124,7,3.97029037392474
152,12,6.3790430135893
193,10,3.06917675169771
189,7,2.48627327553875
182,13,3.39846562897861
185,15,3.9644180117713
173,11,6.37497731038303
180,15,10.7793582029275
163,16,6.92567480437744
173,14,3.47493358754971
175,8,2.19359751980277
176,13,6.75297685002023
117,9,3.03409192712612
155,14,5.68309593004043
175,9,2.59508366093733
129,12,2.43195189093465
177,14,6.96787939466934
186,12,3.51405070379291
173,8,4.11833676813439
189,10,1.70860248569411
163,16,4.55584670480789
125,15,4.9374459839177
187,13,5.31384860713499
93,12,8.99112207409297
88,15,5.97749479990768
188,11,4.23277662969139
181,16,7.56008102108133
155,17,8.38015303356712
156,18,12.3230972075991
116,8,2.69239535385055
148,9,7.41962835544333
160,13,6.53415270649168
183,15,5.7960793834199
161,10,4.54028497154658
179,10,3.07515277762908
152,9,2.15118273644995
152,10,3.80858216021379
101,5,1.87485152653388
51,11,2.30282231712725
76,9,5.27205167390114
157,9,3.68286182664665
128,9,4.23650329255175
159,12,4.70458807762734
158,10,4.93041020831071
191,9,2.29460745950496
97,16,6.06175622561586
190,12,4.39250404127539
198,11,2.39259629842309
145,10,4.83838672653395
155,10,5.05891547834149
158,14,4.43712258338609
143,19,11.6475436345042
184,18,7.34467116807306
189,9,3.24764447056919
165,13,4.80417669054975
161,12,4.13038567686971
179,10,4.31952445313204
90,9,2.98064530817374
130,9,5.53817313346753
188,13,2.84985154159687
195,8,2.29456170307559
200,10,1.96448153284234
100,6,1.81706545846079
197,8,3.28974597197823
145,15,7.30727923181651
172,13,3.97628959167839
123,8,1.20159136760571
173,11,5.2317768418127
156,20,8.51713593221149
187,12,9.33111817193231
185,11,4.17541461681159
67,10,3.83456621750084
144,10,4.49764238210699
168,9,2.60554915827315
194,18,6.21093166301868
164,11,7.93364345901322
180,9,1.83857504917041
184,9,2.62244450732199
198,11,4.0322645675108
144,9,2.77157341809899
156,19,9.47896283209941
199,14,4.40650827164356
183,16,5.42689529829067
146,14,5.71289057067864
105,10,3.13550120818243
60,6,2.20864594290868
171,11,3.85505953805577
174,11,3.11456146423454
182,16,5.72166261786835
200,8,1.25571706899478
192,8,2.47621713689231
191,10,2.63315527546092
186,7,1.10082143188422
180,12,4.0122921471869
189,9,2.57511420963536
148,6,4.03744686985467
187,8,1.90283671935654
185,15,6.69341407124327
103,10,4.86512819252783
159,13,6.71224456978757
146,14,5.51681994783641
133,9,1.57245416442379
154,13,5.54997616678092
176,7,2.4364030900354
84,10,2.47519597674138
86,12,4.16095326695553
197,10,2.40746582940453
169,11,2.44880220913572
194,10,3.76770965136923
162,12,5.70025693611708
168,8,3.59075991952908
147,15,6.01016199045089
90,8,2.99675443303215
193,12,4.93229042225463
92,10,2.80518608050587
159,7,3.25764426254935
198,9,2.95129556993184
112,7,3.5072140318569
190,15,7.51498254970055
195,14,10.1556718530805
135,13,4.29741779076944
192,18,5.69954940928442
191,15,5.7720675896014
114,14,6.7227982711804
166,12,7.36582072474199
136,12,4.33181239531928
195,11,2.68021345722131
186,15,8.20816769147247
93,7,1.82650327311948
198,12,3.26139317659566
119,9,4.3866466372181
184,12,4.32676819367183
72,9,3.21852787348641
177,10,3.08301068156883
59,6,1.08243550970836
181,6,1.7188370792731
188,14,6.35305154990282
186,15,5.49414537678356
198,10,2.04497647078673
172,9,3.33466917100919
110,11,4.01371994324075
192,17,10.571902898139
182,8,3.89564068574617
185,11,3.20203064446201
167,12,4.14100479143688
185,16,7.63975017005509
85,17,9.7672607328092
198,14,3.71251562810279
181,15,10.9192483256766
154,13,4.77035700649061
152,12,4.60068917441485
194,12,6.67912137775482
185,10,3.89007847517237
190,9,1.93909746682804
179,11,1.84326848010502
195,9,3.24791569318976
124,8,3.25167286855296
184,10,3.49534805630012
200,10,3.86275829022536
165,12,5.65336445024688
130,11,3.14548211471167
147,10,2.84110304629813
191,8,2.46282394776628
183,8,4.32813318137207
139,12,4.3109037916862
190,14,6.44294540142404
186,15,4.60075404645621
200,9,1.5764735576556
152,11,3.03441055716095
92,13,2.28363606881278
179,9,3.7922056072054
195,9,2.77362360396062
173,10,1.81041701984796
156,12,4.88820401848625
196,9,2.24291650171889
114,9,3.51563839199499
179,15,6.06627550497482
195,15,4.88937861784356
121,13,5.35280761345242
198,15,6.81961910821031
162,11,4.63263746968662
196,15,7.9467650631269
199,11,6.01491394061031
186,11,3.44436551613565
96,12,5.85353694631255
79,17,9.19328911232322
187,15,6.27354294062364
174,14,6.18811737133319
152,18,12.2501957664292
132,12,3.62088746826962
101,8,4.26156642660226
162,12,2.59978391694095
171,11,5.07062366578524
200,16,8.60987969151585
134,9,4.68912864890048
197,10,2.89944980628991
177,9,3.70646996104651
165,12,1.69458823066868
199,19,10.8315683797784
175,14,8.76306564256677
148,12,5.22696099861863
151,9,3.53517649411761
179,14,7.82372574461543
169,14,5.31029630791704
169,9,2.41533622598984
188,16,6.28705596070751
190,11,4.63735844433521
72,7,2.09493065194911
73,12,3.32134472653254
93,7,2.23304900386529
66,11,3.21822614147952
114,16,5.02684267539194
77,7,3.25043377852694
104,9,1.68102763958641
147,11,5.81590394280471
141,12,2.69690908108667
192,12,4.53273419701412
199,14,5.34766165068372
197,10,5.46167409931884
179,11,3.5579884281747
175,13,3.89429971158501
187,12,4.97102124164965
87,13,6.6256124837589
144,12,4.91963357889229
143,21,10.626606326072
173,19,8.69482572988671
194,11,2.69757588977511
167,9,3.41330320405567
195,15,5.24671616332667
199,16,8.60630759916498
162,12,4.72369913800559
197,11,3.992778671139
194,14,5.08439943906647
192,13,3.98984347121109
157,12,3.40023582847166
173,13,8.80625785618996
118,11,4.63181656890684
54,13,4.36174989529085
57,8,4.30581844647253
58,7,3.25953226490936
63,11,4.10506121908567
89,11,7.01499916657804
42,10,3.36044848828161
166,11,2.34956925132929
175,16,6.51461045605763
187,10,3.41727498252318
160,18,6.53930914806884
103,12,4.35307279017945
163,10,5.39019409554401
182,10,2.82325832047348
182,13,4.07831026360585
156,15,7.6403081149325
154,16,6.34997831048247
197,11,4.65892155676867
130,12,5.43711853078254
69,10,3.22662955546099
69,4,0.734502325768146
57,8,4.32601131551497
56,7,2.6079916996808
185,10,3.54639979373137
175,10,2.52170715137487
188,10,3.81816502629687
190,11,3.79539234107674
197,10,3.36875365726781
127,20,10.2941065038412
142,8,3.5941916114826
132,7,1.3541527530849
186,11,3.64269730722761
107,10,6.24001113756029
131,16,4.69329832203388
196,15,5.81813151171551
149,13,7.33828969080559
181,14,9.45772004741984
109,11,4.66138872792558
40,7,2.75283978995174
114,11,4.19821408400414
180,11,3.97715249432853
148,14,6.18945643005341
165,8,2.73085418028563
130,8,2.56996547257462
200,12,4.262924674396
179,13,3.60413767921232
157,10,8.27621019828623
180,15,4.56200580894107
183,10,1.36539965582447
163,13,3.34847420339694
173,13,6.01382579229203
183,9,2.87187368472581
188,9,2.28370737165628
166,10,2.07613238811934
93,8,3.09419917841466
173,12,4.62760923622092
191,11,2.89414777939597
147,9,4.20860920492834
180,16,6.08377066764215
134,14,4.84954547568067
200,13,4.95191221527862
181,7,1.06272049322451
199,17,4.44517565111275
119,10,2.00055392720937
142,10,4.06429631728054
167,12,2.62436225104788
147,13,3.98222716658802
135,15,5.71007900898212
102,9,2.98138010699291
90,11,7.42634695316535
122,12,7.85987130868412
187,15,4.34042387405378
156,12,4.16445875279865
155,9,2.26101432745151
148,15,7.71588364740213
155,9,2.640948934945
192,12,6.12355457047245
189,10,4.87637561145631
177,12,5.70393782953609
196,10,4.36997177952804
108,11,3.28864368683351
64,7,1.93633882443806
71,8,5.05318458290581
54,3,1.32793762266933
42,5,2.58606649269577
94,8,3.32182325442968
67,7,1.65555449145413
71,11,3.5066477715108
185,12,10.1281747819449
175,12,4.33108810407741
151,10,4.2577581230466
47,9,2.857242571204
40,8,2.06649379944482
40,7,1.35583946480737
70,8,1.99795704993109
73,10,4.42429640346597
184,10,4.47480489177583
125,10,1.81609950441889
122,8,3.89168154799157
185,14,6.31348268816584
155,13,5.31703279217724
198,16,7.39057723674056
180,14,5.4954328951777
188,11,1.65810026873709
158,18,7.43956080000507
168,10,2.59841900823127
171,10,4.44950594424622
170,13,4.08046588545273
192,17,6.55445456980088
145,11,3.02875235835732
160,18,7.53611102706106
101,15,10.0750743962756
190,18,3.77655378529181
194,15,7.39492409989662
191,11,4.22009041315085
179,8,2.53079095039935
198,11,3.43935453613438
190,15,7.20906717312582
110,11,2.76494393636872
109,15,5.58510373574278
193,14,4.4564328200582
132,15,6.35130066285401
123,7,2.20161882732597
163,10,3.15283535254384
85,10,3.26233546386482
189,8,4.98333529093725
135,10,1.76800148018664
132,13,10.7289221212409
172,13,4.0420144587905
167,16,8.93266301331645
181,11,2.34961579878899
113,11,3.04848827850052
103,8,2.15817908640625
122,15,8.06967723501608
119,16,11.1054320633422
171,8,2.96219117537205
182,16,5.23775219162883
59,19,9.79831593102981
137,14,6.15519289572491
144,10,1.54577632575826
132,7,2.78178561902765
130,7,1.49511647545836
194,12,4.40653375921613
172,17,4.69772886480427
146,11,4.69657355632737
193,7,3.10688231557586
193,12,3.68048016570403
106,11,3.43440361881477
91,14,5.78072541839357
185,12,3.88393256736334
150,10,4.17180735009241
191,13,4.30608203149974
191,17,13.3367353650831
166,14,6.81598956412289
173,15,4.27600699551879
77,7,2.75764112505292
62,9,1.99292726316281
50,7,2.42546678496768
79,10,3.3964561356324
189,14,5.94334556856281
103,17,8.04382432072414
151,20,14.7261686711223
163,15,4.32677759189692
141,10,4.57897755440121
176,10,1.67947137522104
158,15,3.71677553891142
199,14,4.26413328405127
161,9,1.56879621578433
123,13,6.70712299935995
131,10,2.30639088024543
134,9,1.68884753571269
142,13,5.39869666358682
171,10,2.59125959998835
188,11,2.66745092601483
181,12,4.51803712534936
163,18,8.02111734732093
174,11,5.44212502493618
121,16,8.27702495371566
199,12,4.71120536438165
161,9,3.66932192173751
165,12,4.30942451533291
193,12,4.91271490349754
178,11,3.96737569465325
190,8,2.82452016411255
182,8,3.3869065067365
189,12,4.31293477983454
162,11,3.30705603869042
190,16,8.15880812416039
162,15,6.79414272473653
185,15,3.74791708862366
194,12,4.22664916242902
179,11,4.4296759741681
142,13,4.37693113853362
146,8,6.55176670587208
193,14,3.72922712864119
138,12,4.2132050263753
63,6,1.5175348535117
191,11,3.23804790236326
196,9,3.14235797805289
123,9,3.69090059261742
166,9,2.68850615224434
173,10,5.70380572545051
182,10,2.60686145505565
163,12,5.42284156168436
149,8,1.50137190737875
130,10,2.76994959887395
197,9,2.86417544222071
163,9,2.83199660977728
171,11,1.97342577059411
190,13,3.40803192353134
190,16,8.18375935185832
165,10,4.08593597482748
183,10,4.74795871006195
167,10,2.18430092175055
146,11,2.44114964707631
199,7,2.31753229418176
182,12,2.88321262405864
129,13,5.38894395814349
131,12,2.07438014964608
183,17,5.20802798081166
199,8,1.68350998828562
195,14,4.87784209922512
189,11,6.57039003825395
195,12,2.95085948925351
173,12,5.08779922137174
181,20,11.0238032505959
175,17,6.76611411662907
181,11,5.71490485086782
191,8,1.57170046182163
102,10,3.49276155637334
198,7,2.28924138959909
152,13,4.23885882891976
171,16,7.6144612464645
175,13,3.48835843365016
177,11,6.33655384704266
199,8,2.62830430214843
179,8,2.26372001889678
154,13,5.48658624673877
144,11,4.27100420784186
154,8,2.10409152416659
169,9,5.00374059996459
135,7,1.91796129256521
171,9,1.1996954857462
151,13,5.79855388987307
181,12,6.2025577842347
188,13,3.31199661123854
165,13,4.42982509054218
192,9,0.85855040405882
181,14,5.86138369786347
192,16,4.48226302714112
189,11,7.82015737308017
162,13,6.04205049452383
200,17,5.6567114373873
194,11,6.28794258986268
170,11,3.70549736430641
90,8,4.20034675006805
167,8,1.44069307221909
194,17,12.8217265213676
108,16,7.35135967086742
198,16,7.30944177190329
150,15,4.71417831766127
158,8,2.79407864911776
65,9,3.06623124407611
190,7,1.1212320830499
148,10,3.74053369604211
141,12,5.06985774238994
186,15,6.22941216307018
194,10,1.65896323614385
124,8,3.61662489246768
190,9,5.10332228079634
190,11,5.77296230920057
190,15,11.7765682756095
164,14,5.62540759513149
184,12,2.43440478348139
167,10,3.28678608498314
182,12,4.82397547935967
196,12,4.64469329387952
164,11,4.27584886871039
119,9,6.05250857959224
183,9,2.72410773861594
154,16,3.67475507493744
164,11,3.54734863735587
135,10,5.00296793391915
192,9,3.4823641299097
164,12,7.15661512023391
133,9,2.2244845297294
175,9,3.97252698603757
170,8,1.70067785249079
196,6,2.44265525021694
140,10,6.4613002506743
186,13,4.49985714769776
164,17,12.8608399911117
182,19,12.5244015829174
193,8,2.66170633147756
193,14,4.23160726548412
157,11,4.79963926259095
194,12,4.81985881761122
134,11,4.6542117705949
198,13,4.43900882742294
153,12,3.06830783947668
146,9,1.68064495228571
186,14,5.9815413468266
197,12,7.05838505153759
172,13,8.26669725165761
189,10,2.91867507636901
169,9,2.72048070659203
192,8,2.87502245186838
178,10,4.13655514810443
186,13,9.99383044878685
195,9,2.93298159637423
184,10,4.58204550050133
199,10,1.58540664230818
189,8,2.59951661639035
168,9,2.7496182447775
104,9,2.70674356559224
177,11,5.08541833142156
110,10,4.56531456772956
145,14,2.93578152129399
145,19,9.55664233667402
145,15,5.45430237677138
147,7,2.31243055907599
163,7,4.47054962525725
179,9,2.63870282219183
176,14,4.68624412908701
154,11,2.86889118977397
141,17,6.02089740708216
200,14,8.59728232344569
200,12,6.29037640252235
199,15,7.44537215301884
152,11,2.46577289430746
164,12,5.79164911897057
198,9,3.80904532498097
181,12,3.91799594305173
157,17,4.54517254935774
167,12,3.99429614354965
189,15,8.57455067282526
186,12,4.40752063104773
184,15,7.03280332919255
191,13,2.57983238931455
182,11,2.93297978193752
164,18,6.0979857947238
147,10,4.19568634566195
190,12,3.6646719593735
107,12,4.18129200916796
156,12,4.99111394692255
153,8,3.78523648695533
153,11,2.45086116898832
197,13,4.92448547479845
200,13,4.36767965364623
184,15,7.60509401721524
182,14,4.08463507982882
194,15,4.63574587105801
175,11,2.45214517343917
185,12,7.73356635103695
190,18,5.50247410978719
194,16,4.40914993451993
175,10,3.60131762773347
194,10,3.36301468136534
186,13,6.83087407511827
172,12,5.47974859579229
197,20,8.31913349164485
179,13,6.97665773890695
155,10,2.60549791617095
158,10,2.54478857110531
188,18,8.15652163304205
183,21,13.6298314438955
138,20,13.086050330607
197,12,6.15981002607213
94,8,2.50420048524374
157,11,2.83411148839923
140,7,2.08947441693455
197,17,10.2948683231695
136,15,6.63297596197555
183,12,3.54453778307404
197,10,4.42132083737521
170,15,7.81060255821329
190,13,4.00387740918171
197,15,5.72881440776548
165,19,11.489534498321
154,13,7.38319840486355
115,8,2.95095577073171
191,14,3.85383571597508
145,6,1.20282529425088
93,9,3.74054285956424
131,17,4.86076111113679
141,14,5.56178686861176
195,9,2.8380277093489
153,17,7.70662955131376
104,9,3.92972866018831
181,11,3.91672061369134
196,12,3.95692841290453
157,11,4.41066188079677
153,7,1.57602840240511
189,10,3.15491761375785
120,8,1.25088880283935
182,9,5.65336686873774
194,20,6.99496085138752
111,14,3.38183683199668
194,9,3.29124240447404
90,9,1.93103773882361
146,11,4.47506571566815
175,10,2.78906823660327
171,16,11.4983404957651
151,8,2.80073196453523
160,9,3.72894853863945
181,10,4.05760813716313
199,18,13.0666673014208
157,11,1.9209291208472
182,12,4.47355533939283
74,8,2.42685943198678
103,13,4.96632260742318
121,13,5.48719025266839
146,14,5.03820753551194
143,11,5.62519989475596
152,10,3.36190867954859
143,10,4.40749271931133
69,8,3.37480812684184
146,10,2.51163551790771
176,14,4.21152097663845
61,6,2.06638861958013
185,8,1.91809621356659
200,13,7.08153311617273
162,17,5.14782939373175
143,10,3.41514511858409
148,6,1.35030351844111
191,12,4.79762919106329
200,17,6.1581193349072
157,9,3.3070500030069
123,8,2.92027244794122
171,12,5.81820962507251
190,13,4.88339354792494
194,18,9.70626170495236
143,10,3.78702438454036
165,11,6.99995732815165
185,14,3.8441555365722
179,12,1.89614183982677
139,8,3.29467461678972
152,9,3.3202256015432
160,12,4.71678371808758
117,11,6.85343160252456
156,11,4.97977422189507
76,15,5.11383257888464
199,9,2.487407897519
197,14,4.36598297612763
167,9,4.19494355728369
146,9,2.58723412824771
151,11,3.68196786607606
193,11,3.25731524306761
192,12,4.88239771113477
189,13,5.80544636981683
138,14,3.88890588256265
117,13,5.77018956512326
180,5,1.62306473305531
199,11,4.61014141002985
184,12,5.27154419788906
152,10,3.10569282372251
121,13,5.53289442629433
162,13,4.16072223364306
181,14,7.94510267212929
160,9,3.97923012055778
138,11,8.49738272741638
147,13,5.417357771303
148,10,4.14443985058356
110,11,3.67824833817944
196,15,5.35120805210033
190,9,4.42623403802684
196,6,3.28281281699457
127,5,1.46234903216487
190,9,2.97415957733828
170,14,4.81267913150039
158,7,2.79642422679332
173,13,2.9816372411803
122,9,5.01321925546831
160,14,5.49190692167069
153,14,6.64921835749326
139,14,8.33521402692943
176,19,9.80296468005717
169,11,7.65046250525396
200,8,2.69734502906175
129,5,1.7283863770988
199,7,2.88362873082375
177,11,2.52160215865522
198,10,3.73496749938816
189,10,6.93012936799941
199,10,1.96647008264479
194,7,1.68857855553469
194,7,4.09565619075975
196,10,3.60433588287361
117,11,4.11081801111142
173,15,4.46724566713183
95,5,1.54184334133567
188,11,4.69399014637799
195,10,5.48112186223971
171,9,3.88349601949318
195,13,5.43759559557723
170,9,3.42819817054826
57,12,7.87391748455022
200,13,5.59767529754513
192,8,1.88055574416444
174,9,3.81712037511083
200,10,4.83472526810166
185,14,9.86989485949241
162,12,2.90475453363812
191,15,5.55655456393426
170,8,1.25156624020875
168,15,6.60195732758897
197,15,5.05989639090132
185,14,2.21973391594453
198,14,6.5063346368599
186,15,2.86301257324885
199,6,1.38927803822478
140,9,1.77870004262911
137,12,5.10140799397757
61,9,4.26024362373552
50,8,4.03743795350555
66,8,2.88035042636003
159,11,5.69905759867073
195,18,8.58333362091374
150,11,3.94749360002258
185,10,3.37600415362826
101,7,1.86832575320838
162,11,2.83315027484592
144,10,2.45170801218147
184,14,4.85852858805913
188,9,4.43104032976697
199,13,7.87720290052363
114,9,3.01765405199366
164,11,3.08507894910523
193,9,3.61370450938934
196,10,2.42943568452304
134,18,4.43808723676911
184,12,4.01317301624994
144,7,1.69871249088573
95,11,7.46320749553742
195,15,6.9364253587786
195,12,3.14910865118997
179,14,4.43796748539135
195,7,4.16196390281249
122,8,1.58537906880626
154,7,1.28793743890024
87,5,2.22439875077834
108,12,5.43005481991867
136,13,5.61765472770373
74,8,3.65555819203182
124,14,4.97067041573957
119,6,1.59816211178456
188,9,3.96993832605917
180,14,5.89658849703133
169,8,3.37582703873784
192,8,1.96037956815945
145,11,5.84132894102795
176,8,3.27689722986251
129,11,2.70194788543711
165,14,8.72946792566984
170,13,6.58445600546087
171,16,3.89432772717915
147,8,3.27233303927741
195,9,1.89649221249409
167,10,2.97465879677763
195,15,7.5433668458908
189,20,11.8667600975054
184,12,3.14218557827939
137,15,5.34441610861793
180,13,2.71890049173857
194,9,3.10267733694469
172,19,10.4649097719898
192,12,6.08418207430873
179,9,3.28737611512742
185,12,3.65435661307552
165,9,2.24611395238165
193,12,7.04286816215129
189,17,3.39009953072938
141,11,3.83577103253125
168,13,5.45034745879746
174,17,7.81192571610537
91,10,2.96352815036298
139,10,2.70684569271335
154,10,1.50767233812352
71,9,3.04027053913425
184,6,1.66916997876997
193,11,4.4524983778504
149,11,5.23682852616296
175,10,4.18614955410929
145,12,7.27707586596714
169,11,3.60171335849895
196,11,4.26253985600033
152,12,5.55173532002585
133,10,3.2524116163493
174,8,7.73840823405884
69,8,2.65615690244421
81,11,4.11535441053687
82,10,3.40994814299686
93,5,0.536505673980928
63,8,2.47834921727197
171,10,2.93261289307519
151,12,3.23352574783379
170,15,7.38187894820094
179,10,3.14069449976473
186,12,3.45062978527886
82,10,4.7700409310807
139,9,3.37845792938457
167,11,4.68530460858947
197,14,6.76808718693132
200,8,2.18038883262705
119,7,4.55889236567522
181,13,4.69872644474412
163,12,4.08065733706424
195,8,2.32829581578257
193,11,3.50077040031752
84,11,4.18052870741102
137,12,3.11680685913403
118,16,8.92637425396851
157,15,7.15394082501788
156,14,7.62092237219735
200,13,3.49071206582477
196,14,6.50600369578542
199,13,4.33368793775767
174,11,5.32340172979758
199,16,5.97571164749873
159,12,3.96743762935221
134,9,6.78885255230652
51,7,1.95287112241402
57,7,2.56953821913364
120,9,3.74322173430432
191,8,2.18487940903626
113,12,5.0301846412594
178,8,1.41719964480417
166,9,3.89687739004514
178,14,3.17128172399236
163,12,7.15952803681379
177,9,1.83831927377196
184,8,3.19710318780918
181,13,6.790321952471
188,10,4.53650714588036
163,13,4.87777202640188
120,10,2.58494996003089
101,9,3.92717666261731
177,11,3.10978554923856
180,11,8.4718368117151
182,15,7.13163988339345
197,12,5.24648132036381
188,12,7.26005143711675
149,11,3.99464247902275
183,10,4.13329816260482
168,11,4.33317570980423
178,9,3.53909666468518
163,10,2.8818386004424
195,8,3.04521903812097
187,10,4.21853660976816
172,10,3.75113897252095
199,12,5.46207086782879
113,8,4.45322805834863
154,12,4.23687367075518
181,9,3.51858723033759
199,9,1.67766941722975
142,7,4.17272105402267
190,9,2.57414929730073
187,13,4.96014429826562
200,8,2.50953320279694
190,10,3.22455164163034
142,8,3.96754540818679
154,12,6.15022109278348
153,13,6.49655295714499
174,13,4.63942769803341
114,12,2.52308151339393
197,8,3.93164970232585
200,9,2.42493016349904
197,9,2.05463528606348
74,8,4.93292745674779
92,8,3.27089558691031
111,9,2.53663692633932
185,11,8.21228966067691
112,18,7.44652983473337
182,16,7.92116769468454
173,17,5.61565027929723
165,13,7.15699814759888
191,15,14.3739429411026
198,11,3.39751221877353
129,12,4.55146502300788
111,9,2.119888472193
173,13,4.39133190045692
193,16,5.72636095559851
158,12,4.98865935088682
172,10,4.81785316838332
178,12,4.17747208212446
196,12,3.77135629345473
181,13,3.36409713377555
184,15,3.50611438762608
127,17,6.02472974838366
94,21,9.47889123178323
65,10,3.75568594648827
68,7,3.52443092372016
72,8,1.56834242540831
133,12,2.81709533041037
163,11,6.33836721802627
183,9,5.41525049728087
178,17,6.66154962177215
191,15,5.38100095456427
177,14,3.9512764519024
