"k","ncluster","alpha"
85,14,4.30619912340102
80,12,5.13697756969918
142,10,3.50133383043753
114,14,4.85754689033889
112,8,2.57765983143166
146,17,7.80307658217373
85,12,4.43667041759497
119,12,4.50447971355624
138,10,3.57639740460726
131,10,5.86731786405101
149,10,2.00828943072883
133,15,4.21387257364089
112,7,1.12235471938768
142,12,3.73022286046287
72,8,2.10941002238117
116,13,4.38211650439777
114,13,4.30091287714918
113,19,7.9421981788421
84,7,1.1673280004819
43,5,2.60191010085446
42,6,2.6243001072327
84,12,4.36505829613882
138,7,1.88975480412603
132,15,4.56692445798889
66,8,3.08375485873169
134,6,3.07211176044896
138,16,6.88472747324262
145,11,6.18228084720752
120,7,1.55556066655839
128,15,7.07666103945583
118,14,5.08814537842581
144,9,2.62140776911906
97,10,3.78038590732049
137,13,7.45514183472574
95,16,6.9334742499746
149,14,5.79526630642339
136,20,8.22121233174006
98,10,3.19538896622052
85,11,2.52377132714684
131,10,3.41716274847864
118,11,4.474222883025
81,12,4.19388535812081
98,8,4.51271712918633
87,8,2.17025155523859
144,14,2.9133609054974
131,5,3.9930553185605
142,11,1.93365356476314
149,10,3.53258390944933
148,12,5.65586343763863
148,9,5.95407158177102
142,16,4.78770169758556
112,14,5.14177357985078
105,11,3.06603116619783
86,20,9.84745203527874
134,12,3.35858546032211
150,14,7.20149001482107
125,13,5.28228190518961
97,13,6.08414749018621
92,13,2.82233528825636
78,10,4.56574870720474
61,9,3.34159227717199
97,7,1.9949128504838
82,9,5.48126312416388
129,13,5.49232232030635
123,10,3.18747116834923
127,9,2.39258308646756
138,6,1.90783846618066
142,6,0.805961527898624
90,10,3.35800111557317
127,8,2.15167228875918
137,11,3.33421822911952
150,14,6.13849750130903
135,12,4.67844164169553
145,8,1.83129571923225
105,9,5.80012242278818
112,7,2.98816135623068
87,10,3.08374833377601
60,7,2.36944166804463
118,9,3.41417645544606
138,11,1.60763162733767
120,9,2.06195707158072
100,11,3.57723503200232
134,7,2.98249865798258
138,9,4.17930425714905
88,10,2.25493104928776
72,10,2.81493212770041
113,12,4.37378887865017
148,9,6.24661488571325
149,14,5.9944791027906
76,12,4.28708722763702
58,6,0.956577532997193
136,14,3.33602516152194
114,12,2.23365530637028
145,24,8.54591851063538
111,15,11.6052561177644
123,17,5.12604435150907
136,8,3.37244609398827
89,11,2.76349021915896
61,11,6.24152053525597
85,12,2.95950322386511
72,6,1.3939423095362
72,6,0.571200669947424
94,6,2.31330954798865
145,9,1.76790383873466
145,8,1.36853555041277
64,9,1.8925178081119
93,6,3.3129418967129
124,7,3.11443183451005
115,9,1.41970770238046
81,9,1.91020443313321
34,4,1.0939162831582
66,10,1.94869947181405
42,3,0.863372369115149
45,8,2.7993531577327
65,4,0.814854572919607
76,8,2.86315685412251
144,12,5.71968989772011
135,13,5.04671593201349
130,15,3.69494386380716
144,7,3.05107896361865
124,10,4.95814356682497
43,13,8.70339964191395
149,8,3.53696690605425
132,13,3.37495204717305
59,8,1.74338486352865
125,6,2.02346658954762
117,10,3.23558983489989
65,5,1.507449502555
113,15,7.2221241656673
142,16,5.4135681993374
147,8,3.67209881801159
114,8,2.64616709121348
113,10,4.16176037892414
136,9,3.98329829882023
104,11,3.6006349140967
147,9,2.9215368409109
145,12,2.18531822691714
98,7,1.86257836412936
147,14,4.3834004833063
107,12,4.65590340552426
149,15,3.26527118413275
119,15,7.71937793198174
117,9,2.95874332250546
134,12,3.57011929412783
97,7,2.2974540195143
123,15,7.11473062072053
105,9,3.57471017735772
115,8,3.84069299407691
139,9,2.65496612590621
87,15,5.24852454372853
57,14,6.11406527485531
46,9,4.06687197181606
101,10,4.90164580910137
138,10,2.71463641393208
100,12,3.9519952041558
147,13,4.55974009345887
71,12,3.49893212361869
135,13,4.42341277500336
114,11,2.88407675256201
95,14,7.01699173436512
148,10,4.01670542096149
118,7,3.04775908181596
136,12,6.82550345932727
127,8,2.19860877111699
41,9,2.99886632270717
60,6,0.800640359006992
148,13,4.07200884883278
142,9,3.20832733524377
85,5,0.625623859854096
148,7,3.55894571498894
134,12,3.50694304919805
88,5,0.581678231223218
112,9,1.94161619660911
147,7,2.1651226349274
74,5,1.4485731694999
92,6,2.25092947072645
125,7,0.973871989419937
138,10,3.60798055282335
136,16,8.74746009593794
133,16,6.06605424773882
103,18,8.40401548955929
144,10,2.69812908651401
149,11,4.09466927515438
143,18,10.9934217432885
129,13,9.36284426210614
121,11,4.38302230923119
145,14,7.53393933987163
117,7,3.53554382144682
147,20,5.27209243571658
97,9,3.1439541078241
111,9,1.4221172160777
120,12,3.01197019534675
147,14,4.66695433245999
140,9,2.31895332378365
150,21,11.5292611044536
136,16,5.48540579869914
97,9,3.28692316574669
122,10,3.84421850585137
58,9,3.66754716913521
143,12,5.30655356689821
80,11,4.4263565707788
116,11,2.94383396969347
119,13,6.37618046669147
148,13,1.7737773572342
140,16,8.46539376557853
116,14,4.75585132033519
150,13,5.47325060429182
143,23,12.0660060402173
125,12,4.99352803957425
117,6,1.80566659793161
52,10,6.94187467672601
109,11,7.86423768662436
103,8,3.69724173157241
121,9,4.58208281374626
147,10,4.56847822386643
138,10,2.5885806552672
130,7,2.71128603363522
123,9,3.81305141275514
44,8,3.61050429223954
96,6,2.46578774446936
92,6,2.72147714671581
87,18,9.7236332117082
147,9,3.80012624615885
114,14,8.08569791434027
122,14,6.23378563925322
134,18,9.2660619393983
150,9,3.06953554937525
109,11,1.9912359414666
113,14,3.97198067486168
132,10,1.87114443552439
68,9,4.76352771180823
149,14,4.33555064693245
141,12,3.71207858893194
112,11,7.16317672397785
134,8,1.61680575937875
132,8,5.50722173429129
138,8,2.2951004589797
119,13,6.19006481290267
116,6,2.67735764683319
146,8,2.20083798037747
95,9,3.43251939015515
99,9,1.8475068491977
131,6,3.26377364474486
126,9,5.71135253546235
120,15,5.80082107135321
148,12,8.98232479612414
56,9,1.82443863077136
57,10,4.47075095306878
129,9,3.03507218921205
86,10,4.96728472700097
59,9,4.49328842212853
143,14,7.974072273815
119,10,5.5136480707213
119,11,2.36914946244605
144,11,3.43814797693044
147,10,4.87466877993412
128,9,1.06360693594067
149,17,9.76335462484819
129,10,5.75698489193752
132,14,4.95321323210012
134,13,5.28878804545215
111,9,1.55672534833821
132,9,4.48076094379415
96,11,3.13413809943955
118,7,0.955432880135888
74,10,4.99565634862856
118,20,11.3554567797697
121,10,4.38379259780092
137,12,5.00115354566396
125,11,6.055187385491
46,4,2.54722794844844
103,7,2.99111855503917
116,6,4.02282962273224
52,12,5.34318210329829
113,8,2.35709963888723
59,4,1.73668408459447
48,6,0.977901917150993
80,11,1.9551245318256
99,6,2.41531521209584
118,7,2.88373148358196
121,6,1.57211804007372
147,7,1.7689844620898
149,6,2.82425060597421
148,7,2.2172913011304
70,8,4.11756356805386
89,6,2.24499500359938
61,8,3.32558228642189
49,4,2.38761516497611
59,7,1.38877967499885
68,5,1.79053073911005
142,11,2.85762446779016
102,11,3.17869955742572
77,7,2.88122874911177
66,8,4.4897394958641
88,6,1.69385100560085
120,6,2.13810822546822
99,10,2.95833406975926
119,15,5.90173191624042
143,6,1.60671422937136
109,11,4.78093198998307
143,10,4.52390287208723
137,11,6.27579731975968
148,7,2.15486259398224
131,16,6.72994239770701
135,17,5.09041474319319
89,10,4.22961611135219
74,6,1.92328427822998
98,9,4.28689801573273
120,11,4.16242839631368
79,7,1.5926028561033
118,11,4.56458156155178
115,14,6.18729691052069
137,9,1.62160950840025
60,5,2.95170122720707
83,12,2.49881770188737
96,12,2.26762411134558
111,9,7.484219619657
66,7,1.71683688530051
82,11,7.9376293796255
125,21,8.69713774297175
148,9,2.31065610978448
111,5,0.707957589559323
94,9,2.36399860890852
117,16,8.40044639542939
134,16,8.54332810996441
100,12,3.77702848835078
72,8,3.36681392334218
84,14,4.18479476868032
137,12,5.85411315596439
109,9,4.32048151891309
70,8,3.13486231550269
88,6,0.723130737909985
146,16,6.63145572158291
149,12,3.36129344814748
103,15,6.58714569634156
88,10,2.0856145912548
146,12,4.23735561156452
93,12,2.54178275484032
147,14,4.99363479913597
136,13,3.10437743674297
135,14,4.22593442056002
113,11,3.56588303178906
87,13,6.27487623102668
144,18,7.95115503431444
78,12,5.1604650155084
137,12,4.26129860476927
137,14,10.3091519553691
108,10,4.35927907337868
131,13,3.83451858251572
121,9,3.62298642495953
105,10,2.7707189094748
135,14,6.47334194740589
85,12,3.38980525811899
121,10,3.62166110541676
140,11,1.99939083088745
148,7,0.983483787632205
82,7,2.45341381265511
124,5,0.868823880869926
141,9,4.35705435355243
126,7,3.13862703109439
150,16,5.10009291792138
130,8,2.7273730412578
130,15,3.74547917237764
122,14,5.69005187423447
109,10,4.34271108351123
136,13,4.52365218657297
133,12,3.94936308900665
137,16,8.15377535004079
79,7,5.99886858766189
128,6,2.03309088990152
101,13,4.30461451753299
106,14,5.05427671820446
65,13,6.58286065975849
106,14,6.12639432151827
99,8,2.17389542204608
112,7,4.24830841812096
82,7,3.32883727746958
60,8,3.85100904856436
90,5,2.76504911905176
67,9,3.00309754994498
92,9,2.24047948949392
136,12,2.31513338649182
136,12,4.08627165843646
94,13,6.15638990690537
100,16,5.61734949411455
84,23,17.9311719180194
89,10,3.61731397960503
67,10,3.47614084833229
91,6,0.862965858826886
69,5,1.29431578856051
85,13,8.97541093294306
82,8,2.5585345768649
140,11,3.33246496789651
149,11,4.19462100138822
107,8,3.50250237998922
101,7,2.38311599236703
63,7,1.47224882010634
38,6,2.8621784903088
59,7,3.49287956934196
93,8,1.74800733171058
123,9,2.43092356616685
90,9,4.37260027748556
49,10,3.54391969926573
111,7,3.1023180513096
37,5,2.33599530101533
128,9,4.22222633114453
87,5,1.35922635839955
127,10,3.1271687171828
125,10,3.42945521673247
139,10,2.70800846412421
76,7,2.81237274450128
106,11,5.04645458046403
78,9,2.98519063006559
106,14,3.27766025951115
121,11,3.03717799370374
113,14,6.46116743026197
92,14,6.76018492331007
146,8,2.05824876409551
104,13,7.29763849805868
59,8,1.61228417524796
112,8,3.61409466384604
130,10,4.70034154413914
124,13,4.65911396229996
147,12,4.72571151650369
58,13,4.28267813001591
48,6,2.33452883653746
64,10,5.33161864427872
54,7,1.79676667782415
68,10,3.80187222410339
59,10,3.70972985930114
73,9,2.03224319975382
149,10,3.22032907350275
58,13,3.53131722743595
80,9,4.12898291094404
99,10,3.35687784535801
123,14,6.76346947134699
128,10,2.8774693892642
142,14,7.66962845065585
137,12,6.56167946823099
145,7,3.32992930520507
123,14,5.67912077723891
124,11,3.58892962687919
132,9,3.49826084059609
101,14,8.48515713036814
87,9,5.2570600611109
123,12,5.33295582721062
137,7,1.46279687389442
132,10,5.74045378809952
139,8,4.96216446688552
106,10,4.54784883484399
133,7,3.53079532769469
88,11,4.72487051706679
115,13,3.75775047091696
114,12,3.97127083618869
122,11,2.08961917629219
112,10,2.25111152561328
103,14,5.54876652777192
83,9,4.10283044280566
85,8,3.23861220250642
62,7,0.874034944956142
39,6,2.97917932560661
133,13,6.01389390178622
149,9,4.76348156720322
120,14,8.68624421010572
140,15,6.10232926811569
127,12,3.51330744056562
115,9,2.18229691147462
122,11,3.43555431545698
150,11,2.39917978523445
137,12,4.34663575657197
143,11,8.04985430531756
148,15,6.5828523283233
150,11,2.34512158822799
130,12,4.46400214474714
133,14,7.17893263167995
150,13,2.9502655660272
64,17,6.29917886268813
66,7,3.19509126211911
92,6,1.38401463070736
76,9,2.14361718498456
110,7,4.50289814587524
142,11,2.61337520583219
135,16,7.93963473281077
103,8,2.82787897036452
87,7,1.37552005949449
145,17,10.156216828085
105,16,3.87830758565348
130,12,2.45795010483416
149,11,7.48609003958422
138,10,4.87626894995367
132,11,4.5813406437032
117,11,7.29891887712549
144,12,4.73109640623209
125,12,5.0273867142635
107,8,2.15507206759323
138,14,3.99571243601169
108,15,7.71729489343343
96,16,11.8808412577388
131,15,5.09201514787666
118,9,1.39175064378905
143,13,3.36349101843082
112,13,5.36919169832866
64,9,2.66793933582551
51,10,5.95273079947192
68,6,1.4922914156787
128,12,3.78582102254666
138,12,6.47643894801943
124,16,7.35851505680743
111,17,4.85500977886785
132,6,0.826711685196422
122,13,7.6420247856753
88,19,14.3599778336285
125,14,4.38175905974011
124,11,4.89437909549014
145,27,25.9048213810062
108,19,7.50795316207637
129,9,3.57639004489702
78,7,2.35548933630216
144,12,8.99843017863949
140,7,2.72659935618558
130,8,2.2052122530611
96,9,3.67454905561054
71,7,3.32808631856433
59,7,3.54144717093036
108,10,2.10852848464171
148,15,3.19373372189764
108,10,2.48102891666838
136,13,8.64210227712161
150,8,1.95232044466856
111,13,3.48728953420259
104,15,6.12522746607243
115,11,3.76962488782084
98,8,1.30393698012482
148,10,3.83976703700515
87,8,2.44353181893895
110,10,2.42012359313444
107,11,2.76688478811512
145,17,7.50678199751646
102,17,6.05211178996934
129,14,7.71933196703001
124,10,3.32771459752799
96,13,4.13662966202769
142,13,6.10245681192979
53,8,4.19441497754324
76,9,3.35700987030232
138,11,4.0820995029593
141,17,4.52891442855758
142,10,4.46581773604505
97,8,3.48100428433121
123,11,2.13967930538396
91,11,1.8989761627024
54,8,1.71071695886018
146,7,2.99008292440271
148,9,3.11715458322505
138,17,5.15357673644236
147,16,2.9563747731638
139,14,10.1593473583562
65,10,2.92137004259303
135,11,3.33370875311363
71,9,4.30127563169414
126,13,6.33519495137037
127,10,5.59413677918551
121,8,1.84775370509017
107,11,2.90414749248897
144,15,7.76401308816451
139,9,2.93897938136944
139,11,2.60321107387824
84,10,5.74145806094956
145,21,7.38464467171168
134,9,1.87660865276657
130,10,5.69781741872195
148,11,3.13105356552851
117,10,2.63750517927109
109,8,2.53015756795285
137,11,3.21399780983821
134,9,5.26347173253469
97,10,2.55395829171843
130,13,4.16920913023676
136,9,1.48276768233792
65,14,8.67694357850562
119,11,4.08675845748519
94,9,2.80041296898035
110,13,4.17971272347568
89,11,5.39849378330461
134,11,2.53676687670488
130,7,2.655852141753
145,14,3.09565589470543
144,9,1.10321638085121
150,14,6.07592138034863
150,11,2.63838846822209
139,11,5.36815188649755
148,10,3.9714462600391
134,8,2.5404942837238
142,14,5.05999495769109
72,13,4.4168100846337
137,9,2.23758974987229
144,14,8.63155178575607
131,15,7.7497251244098
111,13,4.47611191469056
140,15,7.56099633135645
149,12,6.59835938750418
114,15,5.47268090836784
115,12,5.68394198413727
121,9,2.9999562239254
90,13,4.20022966550248
103,11,5.17819207451838
132,14,4.55406534554331
140,8,2.22652701599685
111,9,2.94978086798589
123,15,4.12478637657736
67,7,2.2299509400892
67,11,3.47350378137224
73,9,2.70808265638037
143,19,10.3982312831613
143,13,5.12459697228863
139,11,5.50704120680926
130,11,6.15565830305203
148,11,2.8545112204088
141,12,6.31342713378065
79,9,2.61421845954909
115,10,8.01928143544104
126,11,5.46225129488258
78,6,2.15155588782443
60,8,2.3638966012857
46,6,0.751203946305717
42,6,1.62431014029771
72,5,1.29909059638883
99,6,0.990224122288186
76,9,1.91956573384255
87,10,5.42375010149112
72,8,2.91210427848659
51,6,2.59370483230645
89,5,0.888683206391944
96,12,5.03771734396736
141,17,9.41298184301476
49,14,7.89740083197283
78,9,2.80582802100072
82,19,12.7374176867808
138,8,2.12686549010885
109,16,8.45997781040197
144,11,2.89684218449081
114,14,3.72814364845543
74,8,3.3067961395793
105,10,1.60462172791043
130,12,4.20008659790763
103,12,6.11418760458618
106,16,8.74224834605061
125,9,3.35638436592054
68,11,2.65047619414073
122,11,3.54113233845437
43,14,6.93576027213227
85,6,0.933218028644781
87,8,3.84555640597412
145,9,3.32534786043617
140,11,3.37385444831432
133,17,7.07051944410043
129,20,10.4733731461883
74,15,4.16978373218701
148,9,6.02709505926839
133,15,6.64890808758794
126,12,4.10424658330159
140,7,3.28149489925601
98,8,4.335153658899
140,9,3.4484050699298
140,10,4.88807598316867
65,7,6.9251671559355
88,14,4.78255477430648
130,9,2.48345618936132
49,10,4.37173658085704
84,9,1.52569040533615
86,11,5.12923384626142
149,8,2.74909698127513
148,12,3.12879107732065
120,7,2.99687803791244
93,9,2.72163460171339
93,6,1.89872465641809
138,10,3.59106636865488
70,8,2.39688323084716
80,11,2.74834777897784
114,12,2.69994208896218
133,11,2.36492087992312
147,12,5.19960190336547
96,19,6.09270751252571
86,11,4.25100793906622
104,11,6.66424384775631
49,5,0.988342399464846
50,4,0.640551289199272
52,6,1.42942455728685
73,12,6.80099823795086
130,12,5.12322003422521
140,11,3.94005433480601
126,9,6.54917500547881
123,18,10.1699765212334
88,9,3.29874994945114
150,11,4.39658613968649
130,14,6.88947165294795
112,9,3.98462091185869
136,9,2.76877638104996
121,9,3.41421790651568
144,12,4.24927461415163
147,10,2.49572668495618
144,16,4.82542120740349
71,14,12.6957589052557
97,9,1.50327962109606
120,15,6.75201138934093
140,15,5.27958187248178
95,9,6.28912061690826
119,9,3.61161819937224
120,11,3.93576047887802
150,13,4.29752887616262
100,12,4.83505280535751
137,8,3.83465520291131
109,10,3.87632108309584
143,11,4.53298053160891
119,11,2.71428396227329
102,9,2.49083637167403
107,13,7.22468238352947
141,10,4.22894280701248
93,8,2.55502168879678
90,11,3.19355153249178
146,13,4.92399771414687
141,14,6.05770455428313
131,7,3.32801021651156
128,6,1.79958090010569
73,9,3.64588500930604
145,16,5.43445090944126
139,9,2.96199176198341
129,10,3.98926920357599
124,9,3.50802063748328
146,12,5.47736816092994
114,15,10.3262098318842
133,11,2.58894328147553
110,8,1.69693572931504
149,9,4.02906256258321
147,11,4.20199066702418
115,11,4.30130737061162
138,11,2.34145115635575
110,13,5.57835391916819
146,13,5.02943506705878
69,4,2.37165552178336
43,7,3.15758971123699
35,6,1.2720613527885
134,10,3.90748032832352
136,9,3.296527476129
125,11,5.73996783777297
145,12,1.75057146671661
135,13,10.6127764170213
125,8,2.34833316973402
115,14,6.65996091592783
148,12,7.78525982605431
100,8,3.2601082369709
127,10,4.56992835795125
138,8,0.974951060422516
69,10,3.09184798726691
124,11,5.97268461697225
143,11,3.77460016080479
74,9,5.0961008093055
53,7,4.26703286087843
69,15,6.94655364509928
51,7,4.05561220675988
93,7,2.76713842925482
73,6,1.90430505368625
107,7,2.66202801398481
119,7,2.54935332810579
143,12,3.60845206727956
101,4,0.623467994176855
110,10,2.66281895464874
131,10,1.37829111369202
114,9,2.57525183980607
110,10,3.49564680109139
100,10,3.51941962187286
140,10,2.29925536952852
132,9,3.20536390644137
75,10,4.30619255359112
125,13,4.11888729212665
140,12,3.93493712649181
102,13,7.60603447021029
146,9,4.07001598295345
135,13,3.59784622106179
123,11,2.74058032719485
107,16,6.08936033941399
150,9,3.64273552790717
142,9,2.04747604956364
150,9,2.46564106517828
108,10,3.95156352382009
120,7,3.13690634533197
120,12,5.27630733795868
114,7,3.60109677202464
95,6,1.69510837402399
129,9,3.5834543890173
106,11,4.08042859672286
120,10,5.13328564666709
135,12,7.98669721846012
47,9,4.07956679987679
91,7,3.33425956613585
73,7,1.31286956438662
148,6,1.28242839646936
94,7,2.21070993546373
114,7,3.58044288989051
144,7,2.71208599214779
84,6,1.10162074933232
150,11,4.92119686856906
107,15,8.36670781209289
144,10,5.26152696059934
141,12,5.03777522377045
149,11,2.2121289962142
133,14,10.1557497068973
88,7,2.03506259287176
36,10,4.85114765098281
43,5,1.38195426961728
142,10,7.58887127188728
131,12,3.54691927521939
71,5,1.97241620369709
69,5,1.78294412030187
114,6,1.77705787698535
124,8,3.25074724039063
117,11,4.14306508971876
112,17,4.72056460584766
104,12,4.71328902246733
148,10,3.18037715751464
96,14,5.42100895200405
149,9,2.53144906779612
127,6,1.28018075481946
123,10,1.64193587622493
143,11,3.06207745150955
122,9,2.57846743182727
135,11,5.9169994531432
141,14,5.19187701038894
126,11,9.26308061979486
138,15,5.81054133077703
142,13,2.81363428930199
91,8,3.07077448536914
118,11,3.63288341480207
126,12,4.78515319337709
100,5,0.896584493786225
129,10,3.54897945509543
118,9,2.59145300924373
98,8,1.8532166841717
50,6,3.35390136593895
116,5,2.72017382348723
100,14,6.68655494615119
120,11,4.54823897712676
120,9,4.1293787985749
71,7,1.58994895704127
68,6,2.25040532555082
128,13,7.46140412827989
87,9,1.27180233476882
120,8,3.22859020123091
147,11,3.19197938363328
87,7,1.82558882834421
103,8,2.78334545108753
123,10,5.97748519250377
135,9,3.55673348390753
43,10,5.79439843266042
98,11,5.15947418609928
68,7,1.37155454745136
57,8,2.84690432020808
49,8,2.99032648650958
81,9,4.26450582213935
50,7,1.69021792867073
73,9,4.72552426579617
62,10,7.96635975577192
53,5,1.64679663974413
77,6,3.31642695279879
144,14,6.99806823265185
150,13,5.66589311758306
116,9,3.81383186941357
53,6,1.3208771737459
132,11,8.42882455409524
136,7,2.95097711608837
144,12,4.91513965489016
136,13,5.38937176250362
93,11,4.60756079057924
133,12,2.82227776205948
121,14,5.70406001441091
134,11,3.19904456314251
147,8,2.74756822628096
119,10,6.56988108568803
146,13,3.56113353986028
43,6,2.48628796937788
150,12,4.07082841588298
137,13,5.10196123840049
127,8,3.22499114776231
100,10,1.93661736752306
116,11,2.79694998982186
134,7,1.77450699644824
129,9,4.27384086233402
136,10,7.53056958697794
148,14,5.61342544167386
116,7,2.14404842857244
141,10,1.80022943017546
84,12,3.33697357969308
132,10,2.52418973629348
81,11,4.58354303227873
72,9,4.42513650373232
110,11,2.89584475012642
114,8,2.03820720591776
88,7,2.37290525124274
137,6,2.40182292454444
69,12,4.22918574837717
83,10,4.44321570068901
134,14,7.7664908628966
129,13,6.29968861986942
132,13,4.95754917383344
143,12,3.1683934324323
133,12,4.6308835347957
124,16,5.83859469123278
91,10,3.49618287355813
150,11,4.85042442941759
137,10,3.67634431396245
133,9,4.12101475330583
79,12,7.48955288189975
117,13,6.10599469382303
112,13,5.11254648549922
145,10,5.27625402784866
130,13,5.31406873270292
142,13,3.99808354646184
134,8,2.12561668364184
90,13,5.47684905718978
92,9,2.05636593844242
83,14,2.75188119110921
33,9,4.61663002764128
114,17,9.9023200605774
60,9,3.32007621950079
72,7,0.944486734508341
111,8,5.15145771364195
132,10,3.527532740547
133,14,7.02114607818044
108,16,12.0641453334273
91,14,3.19351343950382
118,10,5.18129010281562
93,12,4.66745780702832
131,16,7.21677853347283
86,10,2.53763525042616
108,11,7.52298340049866
145,8,2.67877670213709
126,7,2.22321008026616
83,9,1.93815952124687
147,11,6.390913429851
73,8,3.31737918496604
148,14,8.09416827773912
119,7,2.37316790611583
115,11,2.00380537409758
102,7,1.81617943284624
63,7,2.7132874896115
145,15,6.03235541399521
86,16,6.96679414955178
119,8,3.27251888648983
92,7,3.48263645162232
65,16,8.02106222610841
144,10,3.6141376525637
137,6,1.36666709485324
137,13,3.39314054968506
121,8,3.73496133590957
105,15,6.08030388341059
79,11,4.97203264406381
108,10,6.60857013341737
146,10,3.44816518596394
131,9,4.02962908814111
126,15,9.48369476763579
104,11,2.00389159739833
140,13,3.48559401492118
70,10,2.77766727704891
135,10,4.14985721389226
98,7,2.39625461763054
98,5,1.70019121065926
52,6,1.96837917436136
97,6,1.07351610185785
90,6,1.34694357517351
84,8,4.00477743273247
80,12,4.03055109325844
103,11,5.59850291767827
145,18,4.25051690875801
132,10,3.67768668438206
143,9,4.29115991011393
120,9,4.69758220459833
111,7,2.16087013448928
124,7,2.58250445665009
129,13,4.12610552064279
82,10,5.99337307289438
58,10,3.31932380398894
67,7,3.10191887164767
51,9,5.09451115694768
122,10,2.32499470455916
122,8,2.7734043893192
120,10,5.36258945827112
92,9,4.10457185255662
138,9,3.1220152887905
131,15,4.99463871276202
123,7,1.30331806843763
74,7,2.52810935798171
134,7,2.62108801204455
77,9,6.4657315341726
73,7,2.72193977502151
71,10,3.52144235627759
142,11,5.91112852614678
111,10,4.29256476172428
136,10,3.5361070810931
111,15,7.95634816090869
91,10,3.21810177662723
114,14,7.20492585951222
71,10,1.6171828710121
61,7,1.39298942928704
145,12,3.30197233149337
95,10,3.03027362464892
82,12,4.51226121545538
105,9,2.61926609691485
107,9,3.58654124420496
123,15,4.51876057997386
122,14,7.31587918194948
118,9,2.29553493194049
143,7,3.5512913559874
79,6,2.42152151300082
110,18,5.93893196772642
134,8,2.91836226006753
132,7,1.5488747139743
112,10,3.68284273631558
132,13,6.35467928148381
139,13,5.5048853008765
130,9,4.58437929056598
130,15,4.6186371363241
109,12,4.93213831512883
101,11,3.74839711448375
65,8,2.90152859245677
87,9,2.83536635386337
77,10,3.97773176145664
82,7,2.16382315986101
68,6,3.1079098660577
47,6,1.69866222165959
52,4,1.22309678397307
75,5,1.61389079507984
55,6,1.56914155475374
66,8,2.7390263959078
56,5,2.40271788815549
56,8,2.43853587597505
97,4,1.20101062237264
79,7,2.71135491741547
48,8,2.52968648150734
140,10,4.20941732230262
148,10,1.99711537258545
136,15,4.51113092876966
128,16,5.24798956617736
124,11,4.5989346548806
137,10,5.07053254433561
117,11,4.97178506880494
120,11,4.47672975900409
